,segmentation,area,iscrowd,image_id,bbox,category_id,id,ignore
3369,"[[2, 1, 2, 330, 261, 330, 261, 1]]",85211,0,4370,"[2, 1, 259, 329]",15,3370,0
3370,"[[242, 222, 242, 279, 410, 279, 410, 222]]",9576,0,4371,"[242, 222, 168, 57]",4,3371,0
3371,"[[442, 239, 442, 288, 500, 288, 500, 239]]",2842,0,4371,"[442, 239, 58, 49]",4,3372,0
3372,"[[430, 228, 430, 282, 488, 282, 488, 228]]",3132,0,4371,"[430, 228, 58, 54]",4,3373,0
3373,"[[409, 243, 409, 283, 458, 283, 458, 243]]",1960,0,4371,"[409, 243, 49, 40]",4,3374,1
3374,"[[141, 115, 141, 282, 317, 282, 317, 115]]",29392,0,4372,"[141, 115, 176, 167]",13,3375,0
3375,"[[170, 72, 170, 238, 243, 238, 243, 72]]",12118,0,4372,"[170, 72, 73, 166]",15,3376,0
3376,"[[110, 15, 110, 374, 500, 374, 500, 15]]",140010,0,4376,"[110, 15, 390, 359]",8,3377,0
3377,"[[161, 180, 161, 228, 305, 228, 305, 180]]",6912,0,4379,"[161, 180, 144, 48]",1,3378,0
3378,"[[18, 78, 18, 331, 384, 331, 384, 78]]",92598,0,4386,"[18, 78, 366, 253]",7,3379,0
3379,"[[195, 0, 195, 44, 240, 44, 240, 0]]",1980,0,4386,"[195, 0, 45, 44]",19,3380,0
3380,"[[258, 2, 258, 36, 308, 36, 308, 2]]",1700,0,4386,"[258, 2, 50, 34]",19,3381,1
3381,"[[304, 7, 304, 36, 365, 36, 365, 7]]",1769,0,4386,"[304, 7, 61, 29]",19,3382,1
3382,"[[0, 1, 0, 353, 500, 353, 500, 1]]",176000,0,4387,"[0, 1, 500, 352]",4,3383,1
3383,"[[202, 176, 202, 202, 274, 202, 274, 176]]",1872,0,4387,"[202, 176, 72, 26]",4,3384,1
3384,"[[297, 183, 297, 220, 404, 220, 404, 183]]",3959,0,4387,"[297, 183, 107, 37]",4,3385,1
3385,"[[406, 187, 406, 223, 499, 223, 499, 187]]",3348,0,4387,"[406, 187, 93, 36]",4,3386,1
3386,"[[312, 262, 312, 358, 500, 358, 500, 262]]",18048,0,4387,"[312, 262, 188, 96]",6,3387,0
3387,"[[148, 326, 148, 358, 181, 358, 181, 326]]",1056,0,4387,"[148, 326, 33, 32]",7,3388,1
3388,"[[475, 299, 475, 375, 500, 375, 500, 299]]",1900,0,4387,"[475, 299, 25, 76]",15,3389,0
3389,"[[446, 304, 446, 375, 472, 375, 472, 304]]",1846,0,4387,"[446, 304, 26, 71]",15,3390,0
3390,"[[408, 307, 408, 375, 439, 375, 439, 307]]",2108,0,4387,"[408, 307, 31, 68]",15,3391,0
3391,"[[400, 297, 400, 374, 422, 374, 422, 297]]",1694,0,4387,"[400, 297, 22, 77]",15,3392,0
3392,"[[359, 305, 359, 375, 390, 375, 390, 305]]",2170,0,4387,"[359, 305, 31, 70]",15,3393,0
3393,"[[285, 295, 285, 375, 318, 375, 318, 295]]",2640,0,4387,"[285, 295, 33, 80]",15,3394,0
3394,"[[311, 312, 311, 375, 334, 375, 334, 312]]",1449,0,4387,"[311, 312, 23, 63]",15,3395,1
3395,"[[246, 304, 246, 375, 285, 375, 285, 304]]",2769,0,4387,"[246, 304, 39, 71]",15,3396,0
3396,"[[226, 305, 226, 375, 256, 375, 256, 305]]",2100,0,4387,"[226, 305, 30, 70]",15,3397,0
3397,"[[199, 308, 199, 375, 229, 375, 229, 308]]",2010,0,4387,"[199, 308, 30, 67]",15,3398,1
3398,"[[190, 304, 190, 375, 211, 375, 211, 304]]",1491,0,4387,"[190, 304, 21, 71]",15,3399,0
3399,"[[170, 309, 170, 373, 194, 373, 194, 309]]",1536,0,4387,"[170, 309, 24, 64]",15,3400,0
3400,"[[118, 307, 118, 375, 156, 375, 156, 307]]",2584,0,4387,"[118, 307, 38, 68]",15,3401,0
3401,"[[87, 303, 87, 375, 134, 375, 134, 303]]",3384,0,4387,"[87, 303, 47, 72]",15,3402,0
3402,"[[45, 302, 45, 374, 81, 374, 81, 302]]",2592,0,4387,"[45, 302, 36, 72]",15,3403,0
3403,"[[21, 312, 21, 375, 46, 375, 46, 312]]",1575,0,4387,"[21, 312, 25, 63]",15,3404,0
3404,"[[2, 310, 2, 375, 25, 375, 25, 310]]",1495,0,4387,"[2, 310, 23, 65]",15,3405,0
3405,"[[60, 238, 60, 496, 308, 496, 308, 238]]",63984,0,4389,"[60, 238, 248, 258]",13,3406,0
3406,"[[134, 72, 134, 325, 263, 325, 263, 72]]",32637,0,4389,"[134, 72, 129, 253]",15,3407,0
3407,"[[205, 152, 205, 183, 320, 183, 320, 152]]",3565,0,4391,"[205, 152, 115, 31]",1,3408,0
3408,"[[327, 223, 327, 359, 440, 359, 440, 223]]",15368,0,4392,"[327, 223, 113, 136]",9,3409,0
3409,"[[333, 272, 333, 375, 482, 375, 482, 272]]",15347,0,4392,"[333, 272, 149, 103]",9,3410,0
3410,"[[450, 70, 450, 208, 500, 208, 500, 70]]",6900,0,4392,"[450, 70, 50, 138]",16,3411,1
3411,"[[469, 209, 469, 364, 500, 364, 500, 209]]",4805,0,4392,"[469, 209, 31, 155]",16,3412,1
3412,"[[179, 109, 179, 375, 334, 375, 334, 109]]",41230,0,4392,"[179, 109, 155, 266]",15,3413,0
3413,"[[178, 116, 178, 375, 255, 375, 255, 116]]",19943,0,4392,"[178, 116, 77, 259]",15,3414,0
3414,"[[301, 127, 301, 176, 385, 176, 385, 127]]",4116,0,4404,"[301, 127, 84, 49]",8,3415,0
3415,"[[114, 241, 114, 329, 196, 329, 196, 241]]",7216,0,4404,"[114, 241, 82, 88]",8,3416,0
3416,"[[74, 57, 74, 375, 393, 375, 393, 57]]",101442,0,4404,"[74, 57, 319, 318]",15,3417,0
3417,"[[141, 192, 141, 318, 366, 318, 366, 192]]",28350,0,4434,"[141, 192, 225, 126]",12,3418,0
3418,"[[107, 153, 107, 382, 243, 382, 243, 153]]",31144,0,4436,"[107, 153, 136, 229]",19,3419,0
3419,"[[325, 249, 325, 307, 438, 307, 438, 249]]",6554,0,4439,"[325, 249, 113, 58]",7,3420,0
3420,"[[196, 255, 196, 298, 301, 298, 301, 255]]",4515,0,4439,"[196, 255, 105, 43]",7,3421,0
3421,"[[130, 257, 130, 285, 179, 285, 179, 257]]",1372,0,4439,"[130, 257, 49, 28]",7,3422,0
3422,"[[434, 254, 434, 283, 500, 283, 500, 254]]",1914,0,4439,"[434, 254, 66, 29]",7,3423,0
3423,"[[113, 154, 113, 199, 174, 199, 174, 154]]",2745,0,4441,"[113, 154, 61, 45]",10,3424,0
3424,"[[410, 250, 410, 302, 454, 302, 454, 250]]",2288,0,4452,"[410, 250, 44, 52]",1,3425,0
3425,"[[6, 64, 6, 287, 464, 287, 464, 64]]",102134,0,4470,"[6, 64, 458, 223]",1,3426,0
3426,"[[63, 245, 63, 289, 79, 289, 79, 245]]",704,0,4470,"[63, 245, 16, 44]",15,3427,0
3427,"[[214, 259, 214, 308, 234, 308, 234, 259]]",980,0,4470,"[214, 259, 20, 49]",15,3428,0
3428,"[[9, 89, 9, 485, 151, 485, 151, 89]]",56232,0,4471,"[9, 89, 142, 396]",15,3429,0
3429,"[[136, 91, 136, 452, 236, 452, 236, 91]]",36100,0,4471,"[136, 91, 100, 361]",15,3430,0
3430,"[[196, 76, 196, 479, 281, 479, 281, 76]]",34255,0,4471,"[196, 76, 85, 403]",15,3431,0
3431,"[[1, 62, 1, 326, 85, 326, 85, 62]]",22176,0,4479,"[1, 62, 84, 264]",15,3432,0
3432,"[[85, 302, 85, 375, 139, 375, 139, 302]]",3942,0,4479,"[85, 302, 54, 73]",5,3433,0
3433,"[[46, 270, 46, 375, 89, 375, 89, 270]]",4515,0,4479,"[46, 270, 43, 105]",5,3434,0
3434,"[[170, 72, 170, 361, 373, 361, 373, 72]]",58667,0,4479,"[170, 72, 203, 289]",15,3435,0
3435,"[[372, 122, 372, 375, 500, 375, 500, 122]]",32384,0,4479,"[372, 122, 128, 253]",15,3436,0
3436,"[[41, 166, 41, 376, 465, 376, 465, 166]]",89040,0,4481,"[41, 166, 424, 210]",7,3437,0
3437,"[[149, 80, 149, 243, 250, 243, 250, 80]]",16463,0,4481,"[149, 80, 101, 163]",15,3438,0
3438,"[[267, 114, 267, 239, 358, 239, 358, 114]]",11375,0,4481,"[267, 114, 91, 125]",15,3439,0
3439,"[[148, 189, 148, 263, 221, 263, 221, 189]]",5402,0,4484,"[148, 189, 73, 74]",9,3440,1
3440,"[[222, 176, 222, 239, 278, 239, 278, 176]]",3528,0,4484,"[222, 176, 56, 63]",9,3441,1
3441,"[[405, 163, 405, 220, 469, 220, 469, 163]]",3648,0,4484,"[405, 163, 64, 57]",9,3442,1
3442,"[[28, 263, 28, 375, 128, 375, 128, 263]]",11200,0,4484,"[28, 263, 100, 112]",9,3443,1
3443,"[[418, 208, 418, 375, 500, 375, 500, 208]]",13694,0,4484,"[418, 208, 82, 167]",9,3444,0
3444,"[[366, 229, 366, 375, 457, 375, 457, 229]]",13286,0,4484,"[366, 229, 91, 146]",9,3445,0
3445,"[[46, 198, 46, 375, 500, 375, 500, 198]]",80358,0,4484,"[46, 198, 454, 177]",11,3446,0
3446,"[[88, 128, 88, 216, 160, 216, 160, 128]]",6336,0,4484,"[88, 128, 72, 88]",16,3447,0
3447,"[[23, 265, 23, 333, 136, 333, 136, 265]]",7684,0,4496,"[23, 265, 113, 68]",9,3448,1
3448,"[[284, 224, 284, 333, 340, 333, 340, 224]]",6104,0,4496,"[284, 224, 56, 109]",9,3449,1
3449,"[[286, 24, 286, 332, 473, 332, 473, 24]]",57596,0,4496,"[286, 24, 187, 308]",15,3450,0
3450,"[[133, 9, 133, 330, 321, 330, 321, 9]]",60348,0,4496,"[133, 9, 188, 321]",15,3451,0
3451,"[[33, 32, 33, 270, 153, 270, 153, 32]]",28560,0,4496,"[33, 32, 120, 238]",15,3452,0
3452,"[[59, 104, 59, 241, 253, 241, 253, 104]]",26578,0,4500,"[59, 104, 194, 137]",10,3453,0
3453,"[[1, 127, 1, 270, 151, 270, 151, 127]]",21450,0,4500,"[1, 127, 150, 143]",10,3454,0
3454,"[[56, 59, 56, 391, 399, 391, 399, 59]]",113876,0,4502,"[56, 59, 343, 332]",8,3455,0
3455,"[[36, 52, 36, 129, 61, 129, 61, 52]]",1925,0,4508,"[36, 52, 25, 77]",5,3456,0
3456,"[[372, 208, 372, 265, 386, 265, 386, 208]]",798,0,4508,"[372, 208, 14, 57]",5,3457,0
3457,"[[379, 214, 379, 268, 397, 268, 397, 214]]",972,0,4508,"[379, 214, 18, 54]",5,3458,0
3458,"[[18, 97, 18, 331, 282, 331, 282, 97]]",61776,0,4508,"[18, 97, 264, 234]",15,3459,0
3459,"[[442, 2, 442, 333, 500, 333, 500, 2]]",19198,0,4508,"[442, 2, 58, 331]",15,3460,0
3460,"[[122, 49, 122, 153, 244, 153, 244, 49]]",12688,0,4510,"[122, 49, 122, 104]",20,3461,0
3461,"[[100, 198, 100, 375, 255, 375, 255, 198]]",27435,0,4510,"[100, 198, 155, 177]",9,3462,0
3462,"[[421, 83, 421, 359, 500, 359, 500, 83]]",21804,0,4510,"[421, 83, 79, 276]",9,3463,0
3463,"[[195, 17, 195, 275, 456, 275, 456, 17]]",67338,0,4514,"[195, 17, 261, 258]",20,3464,0
3464,"[[1, 97, 1, 500, 355, 500, 355, 97]]",142662,0,4517,"[1, 97, 354, 403]",15,3465,0
3465,"[[91, 109, 91, 241, 408, 241, 408, 109]]",41844,0,4519,"[91, 109, 317, 132]",7,3466,0
3466,"[[1, 116, 1, 478, 265, 478, 265, 116]]",95568,0,4520,"[1, 116, 264, 362]",15,3467,0
3467,"[[368, 71, 368, 281, 500, 281, 500, 71]]",27720,0,4520,"[368, 71, 132, 210]",15,3468,0
3468,"[[169, 50, 169, 478, 447, 478, 447, 50]]",118984,0,4520,"[169, 50, 278, 428]",15,3469,0
3469,"[[0, 24, 0, 299, 235, 299, 235, 24]]",64625,0,4520,"[0, 24, 235, 275]",15,3470,0
3470,"[[310, 272, 310, 344, 383, 344, 383, 272]]",5256,0,4524,"[310, 272, 73, 72]",3,3471,0
3471,"[[255, 130, 255, 171, 309, 171, 309, 130]]",2214,0,4524,"[255, 130, 54, 41]",3,3472,0
3472,"[[460, 197, 460, 243, 500, 243, 500, 197]]",1840,0,4524,"[460, 197, 40, 46]",3,3473,0
3473,"[[106, 0, 106, 21, 186, 21, 186, 0]]",1680,0,4524,"[106, 0, 80, 21]",3,3474,0
3474,"[[103, 73, 103, 239, 436, 239, 436, 73]]",55278,0,4526,"[103, 73, 333, 166]",7,3475,0
3475,"[[180, 121, 180, 318, 402, 318, 402, 121]]",43734,0,4537,"[180, 121, 222, 197]",13,3476,0
3476,"[[0, 190, 0, 370, 132, 370, 132, 190]]",23760,0,4537,"[0, 190, 132, 180]",10,3477,1
3477,"[[0, 99, 0, 221, 197, 221, 197, 99]]",24034,0,4537,"[0, 99, 197, 122]",10,3478,0
3478,"[[265, 94, 265, 157, 348, 157, 348, 94]]",5229,0,4537,"[265, 94, 83, 63]",10,3479,0
3479,"[[261, 70, 261, 170, 429, 170, 429, 70]]",16800,0,4537,"[261, 70, 168, 100]",10,3480,0
3480,"[[432, 78, 432, 218, 493, 218, 493, 78]]",8540,0,4537,"[432, 78, 61, 140]",10,3481,0
3481,"[[201, 32, 201, 263, 270, 263, 270, 32]]",15939,0,4537,"[201, 32, 69, 231]",15,3482,0
3482,"[[7, 140, 7, 316, 333, 316, 333, 140]]",57376,0,4540,"[7, 140, 326, 176]",18,3483,0
3483,"[[69, 52, 69, 282, 465, 282, 465, 52]]",91080,0,4544,"[69, 52, 396, 230]",6,3484,0
3484,"[[463, 162, 463, 201, 499, 201, 499, 162]]",1404,0,4544,"[463, 162, 36, 39]",7,3485,1
3485,"[[140, 57, 140, 272, 414, 272, 414, 57]]",58910,0,4548,"[140, 57, 274, 215]",12,3486,0
3486,"[[138, 111, 138, 190, 227, 190, 227, 111]]",7031,0,4549,"[138, 111, 89, 79]",20,3487,0
3487,"[[353, 146, 353, 270, 499, 270, 499, 146]]",18104,0,4549,"[353, 146, 146, 124]",9,3488,0
3488,"[[1, 279, 1, 375, 500, 375, 500, 279]]",47904,0,4549,"[1, 279, 499, 96]",18,3489,1
3489,"[[0, 0, 0, 375, 493, 375, 493, 0]]",184875,0,4551,"[0, 0, 493, 375]",12,3490,0
3490,"[[139, 104, 139, 334, 498, 334, 498, 104]]",82570,0,4553,"[139, 104, 359, 230]",13,3491,0
3491,"[[50, 163, 50, 297, 95, 297, 95, 163]]",6030,0,4553,"[50, 163, 45, 134]",15,3492,0
3492,"[[241, 34, 241, 251, 368, 251, 368, 34]]",27559,0,4553,"[241, 34, 127, 217]",15,3493,0
3493,"[[266, 2, 266, 256, 360, 256, 360, 2]]",23876,0,4562,"[266, 2, 94, 254]",15,3494,0
3494,"[[1, 1, 1, 123, 83, 123, 83, 1]]",10004,0,4562,"[1, 1, 82, 122]",15,3495,0
3495,"[[72, 67, 72, 245, 268, 245, 268, 67]]",34888,0,4562,"[72, 67, 196, 178]",18,3496,1
3496,"[[57, 218, 57, 267, 135, 267, 135, 218]]",3822,0,4563,"[57, 218, 78, 49]",7,3497,0
3497,"[[154, 225, 154, 242, 195, 242, 195, 225]]",697,0,4563,"[154, 225, 41, 17]",7,3498,0
3498,"[[364, 210, 364, 231, 417, 231, 417, 210]]",1113,0,4563,"[364, 210, 53, 21]",7,3499,0
3499,"[[427, 198, 427, 236, 446, 236, 446, 198]]",722,0,4563,"[427, 198, 19, 38]",15,3500,0
3500,"[[454, 197, 454, 236, 468, 236, 468, 197]]",546,0,4563,"[454, 197, 14, 39]",15,3501,1
3501,"[[294, 212, 294, 236, 309, 236, 309, 212]]",360,0,4563,"[294, 212, 15, 24]",15,3502,1
3502,"[[2, 132, 2, 497, 390, 497, 390, 132]]",141620,0,4565,"[2, 132, 388, 365]",12,3503,0
3503,"[[75, 96, 75, 315, 353, 315, 353, 96]]",60882,0,4566,"[75, 96, 278, 219]",8,3504,0
3504,"[[210, 0, 210, 250, 500, 250, 500, 0]]",72500,0,4566,"[210, 0, 290, 250]",8,3505,0
3505,"[[2, 2, 2, 245, 370, 245, 370, 2]]",89424,0,4570,"[2, 2, 368, 243]",1,3506,0
3506,"[[223, 119, 223, 243, 387, 243, 387, 119]]",20336,0,4571,"[223, 119, 164, 124]",10,3507,0
3507,"[[55, 41, 55, 236, 168, 236, 168, 41]]",22035,0,4571,"[55, 41, 113, 195]",10,3508,0
3508,"[[208, 50, 208, 157, 239, 157, 239, 50]]",3317,0,4571,"[208, 50, 31, 107]",15,3509,0
3509,"[[236, 55, 236, 150, 263, 150, 263, 55]]",2565,0,4571,"[236, 55, 27, 95]",15,3510,0
3510,"[[29, 63, 29, 245, 441, 245, 441, 63]]",74984,0,4576,"[29, 63, 412, 182]",7,3511,0
3511,"[[384, 67, 384, 137, 497, 137, 497, 67]]",7910,0,4576,"[384, 67, 113, 70]",7,3512,0
3512,"[[0, 131, 0, 247, 500, 247, 500, 131]]",58000,0,4579,"[0, 131, 500, 116]",19,3513,0
3513,"[[5, 88, 5, 327, 498, 327, 498, 88]]",117827,0,4584,"[5, 88, 493, 239]",18,3514,0
3514,"[[208, 297, 208, 356, 322, 356, 322, 297]]",6726,0,4587,"[208, 297, 114, 59]",12,3515,0
3515,"[[138, 157, 138, 199, 264, 199, 264, 157]]",5292,0,4591,"[138, 157, 126, 42]",19,3516,0
3516,"[[306, 265, 306, 333, 500, 333, 500, 265]]",13192,0,4591,"[306, 265, 194, 68]",7,3517,0
3517,"[[325, 246, 325, 307, 500, 307, 500, 246]]",10675,0,4591,"[325, 246, 175, 61]",7,3518,0
3518,"[[158, 76, 158, 358, 333, 358, 333, 76]]",49350,0,4595,"[158, 76, 175, 282]",12,3519,0
3519,"[[249, 0, 249, 375, 500, 375, 500, 0]]",94125,0,4595,"[249, 0, 251, 375]",15,3520,0
3520,"[[82, 180, 82, 255, 120, 255, 120, 180]]",2850,0,4597,"[82, 180, 38, 75]",9,3521,0
3521,"[[1, 51, 1, 188, 172, 188, 172, 51]]",23427,0,4604,"[1, 51, 171, 137]",7,3522,0
3522,"[[264, 57, 264, 104, 309, 104, 309, 57]]",2115,0,4604,"[264, 57, 45, 47]",15,3523,0
3523,"[[144, 47, 144, 85, 171, 85, 171, 47]]",1026,0,4604,"[144, 47, 27, 38]",15,3524,1
3524,"[[410, 18, 410, 272, 477, 272, 477, 18]]",17018,0,4604,"[410, 18, 67, 254]",15,3525,0
3525,"[[312, 0, 312, 315, 430, 315, 430, 0]]",37170,0,4604,"[312, 0, 118, 315]",15,3526,0
3526,"[[181, 102, 181, 174, 332, 174, 332, 102]]",10872,0,4604,"[181, 102, 151, 72]",14,3527,0
3527,"[[57, 131, 57, 280, 394, 280, 394, 131]]",50213,0,4604,"[57, 131, 337, 149]",14,3528,0
3528,"[[92, 120, 92, 325, 352, 325, 352, 120]]",53300,0,4605,"[92, 120, 260, 205]",2,3529,0
3529,"[[410, 6, 410, 139, 500, 139, 500, 6]]",11970,0,4605,"[410, 6, 90, 133]",2,3530,0
3530,"[[155, 0, 155, 56, 302, 56, 302, 0]]",8232,0,4605,"[155, 0, 147, 56]",2,3531,1
3531,"[[157, 28, 157, 315, 292, 315, 292, 28]]",38745,0,4605,"[157, 28, 135, 287]",15,3532,0
3532,"[[443, 35, 443, 332, 500, 332, 500, 35]]",16929,0,4605,"[443, 35, 57, 297]",15,3533,0
3533,"[[92, 106, 92, 232, 389, 232, 389, 106]]",37422,0,4607,"[92, 106, 297, 126]",18,3534,0
3534,"[[347, 116, 347, 303, 497, 303, 497, 116]]",28050,0,4607,"[347, 116, 150, 187]",9,3535,0
3535,"[[0, 127, 0, 295, 132, 295, 132, 127]]",22176,0,4607,"[0, 127, 132, 168]",9,3536,0
3536,"[[352, 23, 352, 112, 376, 112, 376, 23]]",2136,0,4607,"[352, 23, 24, 89]",15,3537,1
3537,"[[354, 166, 354, 374, 480, 374, 480, 166]]",26208,0,4611,"[354, 166, 126, 208]",15,3538,0
3538,"[[341, 170, 341, 266, 408, 266, 408, 170]]",6432,0,4611,"[341, 170, 67, 96]",15,3539,0
3539,"[[262, 196, 262, 372, 361, 372, 361, 196]]",17424,0,4611,"[262, 196, 99, 176]",15,3540,0
3540,"[[131, 178, 131, 372, 266, 372, 266, 178]]",26190,0,4611,"[131, 178, 135, 194]",15,3541,0
3541,"[[33, 186, 33, 349, 135, 349, 135, 186]]",16626,0,4611,"[33, 186, 102, 163]",15,3542,0
3542,"[[237, 168, 237, 252, 295, 252, 295, 168]]",4872,0,4611,"[237, 168, 58, 84]",15,3543,0
3543,"[[148, 211, 148, 255, 178, 255, 178, 211]]",1320,0,4611,"[148, 211, 30, 44]",15,3544,1
3544,"[[97, 240, 97, 373, 412, 373, 412, 240]]",41895,0,4611,"[97, 240, 315, 133]",11,3545,1
3545,"[[299, 299, 299, 374, 404, 374, 404, 299]]",7875,0,4611,"[299, 299, 105, 75]",9,3546,1
3546,"[[161, 325, 161, 375, 283, 375, 283, 325]]",6100,0,4611,"[161, 325, 122, 50]",9,3547,1
3547,"[[425, 304, 425, 375, 500, 375, 500, 304]]",5325,0,4611,"[425, 304, 75, 71]",9,3548,0
3548,"[[1, 258, 1, 374, 100, 374, 100, 258]]",11484,0,4611,"[1, 258, 99, 116]",9,3549,0
3549,"[[229, 132, 229, 202, 270, 202, 270, 132]]",2870,0,4612,"[229, 132, 41, 70]",3,3550,0
3550,"[[38, 60, 38, 500, 375, 500, 375, 60]]",148280,0,4622,"[38, 60, 337, 440]",15,3551,0
3551,"[[44, 99, 44, 500, 365, 500, 365, 99]]",128721,0,4622,"[44, 99, 321, 401]",2,3552,0
3552,"[[50, 82, 50, 358, 428, 358, 428, 82]]",104328,0,4623,"[50, 82, 378, 276]",3,3553,0
3553,"[[81, 88, 81, 375, 433, 375, 433, 88]]",101024,0,4625,"[81, 88, 352, 287]",13,3554,0
3554,"[[192, 201, 192, 272, 421, 272, 421, 201]]",16259,0,4627,"[192, 201, 229, 71]",19,3555,0
3555,"[[416, 226, 416, 284, 500, 284, 500, 226]]",4872,0,4627,"[416, 226, 84, 58]",19,3556,0
3556,"[[234, 0, 234, 279, 443, 279, 443, 0]]",58311,0,4628,"[234, 0, 209, 279]",8,3557,0
3557,"[[220, 358, 220, 500, 362, 500, 362, 358]]",20164,0,4631,"[220, 358, 142, 142]",9,3558,0
3558,"[[329, 465, 329, 500, 375, 500, 375, 465]]",1610,0,4631,"[329, 465, 46, 35]",9,3559,1
3559,"[[95, 357, 95, 465, 124, 465, 124, 357]]",3132,0,4631,"[95, 357, 29, 108]",9,3560,1
3560,"[[193, 152, 193, 414, 298, 414, 298, 152]]",27510,0,4631,"[193, 152, 105, 262]",15,3561,0
3561,"[[88, 153, 88, 496, 251, 496, 251, 153]]",55909,0,4631,"[88, 153, 163, 343]",15,3562,0
3562,"[[35, 155, 35, 231, 88, 231, 88, 155]]",4028,0,4631,"[35, 155, 53, 76]",16,3563,0
3563,"[[159, 142, 159, 305, 400, 305, 400, 142]]",39283,0,4634,"[159, 142, 241, 163]",13,3564,0
3564,"[[191, 116, 191, 206, 412, 206, 412, 116]]",19890,0,4636,"[191, 116, 221, 90]",3,3565,0
3565,"[[372, 199, 372, 260, 500, 260, 500, 199]]",7808,0,4643,"[372, 199, 128, 61]",1,3566,1
3566,"[[8, 61, 8, 306, 472, 306, 472, 61]]",113680,0,4643,"[8, 61, 464, 245]",1,3567,0
3567,"[[0, 25, 0, 260, 186, 260, 186, 25]]",43710,0,4644,"[0, 25, 186, 235]",12,3568,0
3568,"[[83, 183, 83, 218, 95, 218, 95, 183]]",420,0,4648,"[83, 183, 12, 35]",15,3569,0
3569,"[[71, 186, 71, 217, 83, 217, 83, 186]]",372,0,4648,"[71, 186, 12, 31]",15,3570,1
3570,"[[439, 189, 439, 220, 461, 220, 461, 189]]",682,0,4648,"[439, 189, 22, 31]",15,3571,0
3571,"[[467, 187, 467, 219, 486, 219, 486, 187]]",608,0,4648,"[467, 187, 19, 32]",15,3572,0
3572,"[[145, 165, 145, 216, 425, 216, 425, 165]]",14280,0,4648,"[145, 165, 280, 51]",6,3573,0
3573,"[[152, 153, 152, 262, 216, 262, 216, 153]]",6976,0,4651,"[152, 153, 64, 109]",4,3574,0
3574,"[[145, 283, 145, 383, 234, 383, 234, 283]]",8900,0,4656,"[145, 283, 89, 100]",13,3575,0
3575,"[[176, 239, 176, 330, 208, 330, 208, 239]]",2912,0,4656,"[176, 239, 32, 91]",15,3576,0
3576,"[[48, 0, 48, 497, 283, 497, 283, 0]]",116795,0,4671,"[48, 0, 235, 497]",5,3577,0
3577,"[[2, 45, 2, 150, 374, 150, 374, 45]]",39060,0,4675,"[2, 45, 372, 105]",19,3578,0
3578,"[[0, 0, 0, 372, 497, 372, 497, 0]]",184884,0,4679,"[0, 0, 497, 372]",15,3579,0
3579,"[[142, 78, 142, 315, 362, 315, 362, 78]]",52140,0,4679,"[142, 78, 220, 237]",12,3580,0
3580,"[[21, 1, 21, 291, 426, 291, 426, 1]]",117450,0,4683,"[21, 1, 405, 290]",8,3581,0
3581,"[[69, 164, 69, 341, 161, 341, 161, 164]]",16284,0,4685,"[69, 164, 92, 177]",15,3582,0
3582,"[[118, 166, 118, 414, 328, 414, 328, 166]]",52080,0,4685,"[118, 166, 210, 248]",15,3583,0
3583,"[[347, 139, 347, 231, 461, 231, 461, 139]]",10488,0,4686,"[347, 139, 114, 92]",13,3584,0
3584,"[[46, 125, 46, 174, 121, 174, 121, 125]]",3675,0,4686,"[46, 125, 75, 49]",13,3585,0
3585,"[[387, 105, 387, 171, 427, 171, 427, 105]]",2640,0,4686,"[387, 105, 40, 66]",15,3586,0
3586,"[[71, 99, 71, 148, 103, 148, 103, 99]]",1568,0,4686,"[71, 99, 32, 49]",15,3587,0
3587,"[[52, 151, 52, 231, 137, 231, 137, 151]]",6800,0,4686,"[52, 151, 85, 80]",10,3588,0
3588,"[[88, 163, 88, 235, 185, 235, 185, 163]]",6984,0,4686,"[88, 163, 97, 72]",10,3589,0
3589,"[[173, 162, 173, 245, 263, 245, 263, 162]]",7470,0,4686,"[173, 162, 90, 83]",10,3590,0
3590,"[[189, 168, 189, 238, 250, 238, 250, 168]]",4270,0,4686,"[189, 168, 61, 70]",10,3591,0
3591,"[[251, 166, 251, 254, 296, 254, 296, 166]]",3960,0,4686,"[251, 166, 45, 88]",10,3592,0
3592,"[[289, 161, 289, 241, 326, 241, 326, 161]]",2960,0,4686,"[289, 161, 37, 80]",10,3593,0
3593,"[[319, 172, 319, 250, 356, 250, 356, 172]]",2886,0,4686,"[319, 172, 37, 78]",10,3594,0
3594,"[[341, 166, 341, 242, 369, 242, 369, 166]]",2128,0,4686,"[341, 166, 28, 76]",10,3595,1
3595,"[[378, 165, 378, 251, 424, 251, 424, 165]]",3956,0,4686,"[378, 165, 46, 86]",10,3596,0
3596,"[[457, 155, 457, 218, 500, 218, 500, 155]]",2709,0,4686,"[457, 155, 43, 63]",10,3597,1
3597,"[[251, 152, 251, 178, 329, 178, 329, 152]]",2028,0,4686,"[251, 152, 78, 26]",10,3598,1
3598,"[[326, 152, 326, 170, 348, 170, 348, 152]]",396,0,4686,"[326, 152, 22, 18]",10,3599,1
3599,"[[97, 82, 97, 321, 383, 321, 383, 82]]",68354,0,4687,"[97, 82, 286, 239]",14,3600,0
3600,"[[144, 33, 144, 316, 288, 316, 288, 33]]",40752,0,4687,"[144, 33, 144, 283]",15,3601,0
3601,"[[402, 83, 402, 170, 436, 170, 436, 83]]",2958,0,4687,"[402, 83, 34, 87]",15,3602,0
